i		j				x				y				z
18		31				0.771				-0.919				0.5
18		32				0.919				-0.771				0.5
18		33				1.04				-0.6				0.5
18		34				1.13				-0.41				0.5
18		35				1.18				-0.208				0.5
18		36				1.2				2.1e-07				0.5
18		0				1.2				0				0
18		1				1.18				0.208				0
18		2				1.13				0.41				0
18		3				1.04				0.6				0
18		4				0.919				0.771				0
18		5				0.771				0.919				0
18		6				0.6				1.04				0
18		7				0.41				1.13				0
18		8				0.208				1.18				0
18		9				-5.25e-08				1.2				0
18		10				-0.208				1.18				0
18		11				-0.41				1.13				0
18		12				-0.6				1.04				0
18		13				-0.771				0.919				0
18		14				-0.919				0.771				0
18		15				-1.04				0.6				0
18		16				-1.13				0.41				0
18		17				-1.18				0.208				0
18		18				-1.2				-1.05e-07				0
18		19				-1.18				-0.208				0
18		20				-1.13				-0.41				0
18		21				-1.04				-0.6				0
18		22				-0.919				-0.771				0
18		23				-0.771				-0.919				0
18		24				-0.6				-1.04				0
18		25				-0.41				-1.13				0
18		26				-0.208				-1.18				0
18		27				5.87e-07				-1.2				0
18		28				0.208				-1.18				0
18		29				0.41				-1.13				0
18		30				0.6				-1.04				0
18		31				0.771				-0.919				0
18		32				0.919				-0.771				0
18		33				1.04				-0.6				0
18		34				1.13				-0.41				0
18		35				1.18				-0.208				0
18		36				1.2				2.1e-07				0
18		0				1.2				0				-0.5
18		1				1.18				0.208				-0.5
18		2				1.13				0.41				-0.5
18		3				1.04				0.6				-0.5
18		4				0.919				0.771				-0.5
18		5				0.771				0.919				-0.5
18		6				0.6				1.04				-0.5
18		7				0.41				1.13				-0.5
18		8				0.208				1.18				-0.5
18		9				-5.25e-08				1.2				-0.5
18		10				-0.208				1.18				-0.5
18		11				-0.41				1.13				-0.5
18		12				-0.6				1.04				-0.5
18		13				-0.771				0.919				-0.5
18		14				-0.919				0.771				-0.5
18		15				-1.04				0.6				-0.5
18		16				-1.13				0.41				-0.5
18		17				-1.18				0.208				-0.5
18		18				-1.2				-1.05e-07				-0.5
18		19				-1.18				-0.208				-0.5
18		20				-1.13				-0.41				-0.5
18		21				-1.04				-0.6				-0.5
18		22				-0.919				-0.771				-0.5
18		23				-0.771				-0.919				-0.5
18		24				-0.6				-1.04				-0.5
18		25				-0.41				-1.13				-0.5
18		26				-0.208				-1.18				-0.5
18		27				5.87e-07				-1.2				-0.5
18		28				0.208				-1.18				-0.5
18		29				0.41				-1.13				-0.5
18		30				0.6				-1.04				-0.5
18		31				0.771				-0.919				-0.5
18		32				0.919				-0.771				-0.5
18		33				1.04				-0.6				-0.5
18		34				1.13				-0.41				-0.5
18		35				1.18				-0.208				-0.5
18		36				1.2				2.1e-07				-0.5
18		0				1.2				0				-1
18		1				1.18				0.208				-1
18		2				1.13				0.41				-1
18		3				1.04				0.6				-1
18		4				0.919				0.771				-1
18		5				0.771				0.919				-1
18		6				0.6				1.04				-1
18		7				0.41				1.13				-1
18		8				0.208				1.18				-1
18		9				-5.25e-08				1.2				-1
18		10				-0.208				1.18				-1
18		11				-0.41				1.13				-1
18		12				-0.6				1.04				-1
18		13				-0.771				0.919				-1
18		14				-0.919				0.771				-1
18		15				-1.04				0.6				-1
18		16				-1.13				0.41				-1
18		17				-1.18				0.208				-1
18		18				-1.2				-1.05e-07				-1
18		19				-1.18				-0.208				-1
18		20				-1.13				-0.41				-1
18		21				-1.04				-0.6				-1
18		22				-0.919				-0.771				-1
18		23				-0.771				-0.919				-1
18		24				-0.6				-1.04				-1
18		25				-0.41				-1.13				-1
18		26				-0.208				-1.18				-1
18		27				5.87e-07				-1.2				-1
18		28				0.208				-1.18				-1
18		29				0.41				-1.13				-1
18		30				0.6				-1.04				-1
18		31				0.771				-0.919				-1
18		32				0.919				-0.771				-1
18		33				1.04				-0.6				-1
18		34				1.13				-0.41				-1
18		35				1.18				-0.208				-1
18		36				1.2				2.1e-07				-1
======== Sphere & Ellipsoid ========
        Cylinder Radius: 1.2
        Cylinder height: 2
  Sector Count: 36
   Stack Count: 18
Smooth Shading: true
       Up Axis: Y
Triangle Count: 1224
   Index Count: 3672
  Vertex Count: 3515
  Normal Count: 3515
TexCoord Count: 3515
======== Bmp ========
Width: 2048 pixels
Height: 1024 pixels
Bit Count: 24 bits
Data Size: 6291456 bytes

window resized: 1600 x 700
